"year","month","day","past_sale_1","past_sale_2","past_sale_3","current_sales"
2007,8,20,5.805,5.805,5.91,6.43
2007,8,17,5.805,5.91,6.43,7.14
2007,8,16,5.91,6.43,7.14,6.985
2007,8,15,6.43,7.14,6.985,7.295
2007,8,14,7.14,6.985,7.295,6.895
2007,8,13,6.985,7.295,6.895,7.12
2007,8,10,7.295,6.895,7.12,6.63
2007,8,9,6.895,7.12,6.63,6.52
2007,8,8,7.12,6.63,6.52,6.31
2007,8,7,6.63,6.52,6.31,6.385
2007,8,6,6.52,6.31,6.385,6.09
2007,8,3,6.31,6.385,6.09,6.105
2007,8,2,6.385,6.09,6.105,6.3
2007,8,1,6.09,6.105,6.3,6.265
2007,7,31,6.105,6.3,6.265,6.435
2007,7,30,6.3,6.265,6.435,6.28
2007,7,27,6.265,6.435,6.28,5.785
2007,7,26,6.435,6.28,5.785,5.83
2007,7,25,6.28,5.785,5.83,5.595
2007,7,24,5.785,5.83,5.595,5.66
2007,7,23,5.83,5.595,5.66,5.945
2007,7,20,5.595,5.66,5.945,6.44
2007,7,19,5.66,5.945,6.44,6.545
2007,7,18,5.945,6.44,6.545,6.265
2007,7,17,6.44,6.545,6.265,6.3
2007,7,16,6.545,6.265,6.3,6.255
2007,7,13,6.265,6.3,6.255,6.36
2007,7,12,6.3,6.255,6.36,6.265
2007,7,11,6.255,6.36,6.265,6.595
2007,7,10,6.36,6.265,6.595,6.445
2007,7,9,6.265,6.595,6.445,6.41
2007,7,6,6.595,6.445,6.41,6.175
2007,7,5,6.445,6.41,6.175,6.265
2007,7,3,6.41,6.175,6.265,6.39
2007,7,2,6.175,6.265,6.39,6.25
2007,6,29,6.265,6.39,6.25,6.395
2007,6,28,6.39,6.25,6.395,6.765
2007,6,27,6.25,6.395,6.765,6.76
2007,6,26,6.395,6.765,6.76,6.855
2007,6,25,6.765,6.76,6.855,6.83
2007,6,22,6.76,6.855,6.83,7.03
2007,6,21,6.855,6.83,7.03,7.24
2007,6,20,6.83,7.03,7.24,7.375
2007,6,19,7.03,7.24,7.375,7.47
2007,6,18,7.24,7.375,7.47,7.665
2007,6,15,7.375,7.47,7.665,7.58
2007,6,14,7.47,7.665,7.58,7.475
2007,6,13,7.665,7.58,7.475,7.585
2007,6,12,7.58,7.475,7.585,7.495
2007,6,11,7.475,7.585,7.495,7.475
2007,6,8,7.585,7.495,7.475,7.535
2007,6,7,7.495,7.475,7.535,7.88
2007,6,6,7.475,7.535,7.88,7.845
2007,6,5,7.535,7.88,7.845,7.82
2007,6,4,7.88,7.845,7.82,7.785
2007,6,1,7.845,7.82,7.785,7.55
2007,5,31,7.82,7.785,7.55,7.745
2007,5,30,7.785,7.55,7.745,7.685
2007,5,29,7.55,7.745,7.685,7.535
2007,5,25,7.745,7.685,7.535,7.48
2007,5,24,7.685,7.535,7.48,7.57
2007,5,23,7.535,7.48,7.57,7.55
2007,5,22,7.48,7.57,7.55,7.615
2007,5,21,7.57,7.55,7.615,7.655
2007,5,18,7.55,7.615,7.655,7.885
2007,5,17,7.615,7.655,7.885,7.705
2007,5,16,7.655,7.885,7.705,7.605
2007,5,15,7.885,7.705,7.605,7.635
2007,5,14,7.705,7.605,7.635,7.855
2007,5,11,7.605,7.635,7.855,7.555
2007,5,10,7.635,7.855,7.555,7.625
2007,5,9,7.855,7.555,7.625,7.51
2007,5,8,7.555,7.625,7.51,7.465
2007,5,7,7.625,7.51,7.465,7.67
2007,5,4,7.51,7.465,7.67,7.555
